data/department,data/season/0,data/occasion/0,data/categories/0,data/categories/1,data/categories/2,data/categories/3,data/categories/4,data/physical IDs/0,data/physical IDs/1,data/physical IDs/2,data/physical IDs/3,data/physical IDs/4,data/curation date,data/description,data/categories/5,data/physical IDs/5,data/season/1,data/occasion/1,data/occasion/2,data/season/2,data/season/3,data/occasion/3,data/categories/6,data/physical IDs/6,data/occasion/4,data/occasion/5,data/occasion/6,data/categories/7,data/physical IDs/7
Womens,fall,business-attire,Pants,"Tops, Tees & Blouses",Shoes,Earrings,Handbags,41-J8E0jtzL,41W2pZSOQnL,41vhIJ9iNuL,51aXrUgHM4L,31xJRb1r6mL,2019-08-03,"Swim in style. Women's swimsuits, cover ups, shoes, handbags, hats, and sunglasses.",,,,nightout,,,,,,,,,,,
Womens,summer,work,Skirts,"Tops, Tees & Blouses",Shoes,Handbags,Earrings,51FbErzUu4L,41xB7YyfPlL,31nW2FS5CoL,4143T-lPb2L,31Gw-rd9okL,2019-08-09,"Stylish women's outerwear. Dresses, shoes, coats, jackets, and handbags.",,,spring,work-casual,casual,fall,,,,,,,,,
Womens,winter,nightout,Dresses,"Coats, Jackets & Vests",Shoes,Watches,Earrings,31QSAO6+MYL,31JpshtRjIL,41fQv1ynH9L,41d5nhhyDZL,41DoMHzlidL,2019-08-08,"Women's coats and dresses. Dresses, shoes, handbags, coats, and earrings for versatile style.",,,fall,casual-event,work,,,work-casual,,,business-attire,casual,,,
Womens,winter,nightout,Dresses,Handbags,Belts,"Coats, Jackets & Vests",Earrings,31QSAO6+MYL,41DVrN9L8QL,41g2ll5FCkL,31JpshtRjIL,41CRhcJYqzL,2019-08-08,"Cozy women's coats. Dresses, shoes, coats, jackets, and handbags to complete your look.",,,fall,work,work-casual,,,business-attire,,,semi-formal,,,,
Womens,winter,nightout,Dresses,"Coats, Jackets & Vests",Shoes,Earrings,Handbags,31JsjJL4V7L,41Hp5rh-PNL,415YkJJbjdL,41fUh+cd1RL,41OcZXomSSL,2019-08-10,"Brace yourself for compliments. Dresses, shoes, coats, handbags, and bracelets.",,,fall,casual-event,work,,,work-casual,,,casual,,,,
Womens,spring,nightout,"Coats, Jackets & Vests","Tops, Tees & Blouses",Jeans,Handbags,Shoes,410YQLS5S-L,41Hp5rh-PNL,41EOqk76kKL,31p80AdsClL,41cnCLpl28L,2019-08-12,"Accent your style. Dresses, shoes, coats, handbags, earrings, and bracelets. ",,,fall,casual-event,work-casual,,,formal,,,,,,,
Womens,summer,resort,"Jumpsuits, Rompers & Overalls",Shoes,Earrings,Handbags,Sunglasses,31gmW3WO6yL,41dMNlYjUHL,417WjmGpk3L,31gu893vh3L,31Qo5mX+2kL,2019-08-15,"Elevate your look. Dresses, shoes, coats, handbags, earrings and bracelets.",,,,casual,,,,,,,,,,,
Womens,summer,resort,Dresses,Shoes,Handbags,Bracelets,Earrings,31hSVlxR0lL,41ysJzozFCL,61sa8+zCjoL,41JV5Rc0yCL,31bkPC2EVML,2019-08-15,"Women's coats and dresses. Dresses, coats, shoes, handbags and earrings.",,,,nightout,,,,,,,,,,,
Womens,summer,casual-event,Dresses,Shoes,Handbags,Sunglasses,Earrings,31JsjJL4V7L,41gJwRktPZL,51Ui1Leyl-L,31Ecssk-DfL,4145zzIY1xL,2019-08-15,"Bracelet essentials. Dresses, shoes, earrings, handbags, and bracelets.",,,,resort,,,,,,,,,,,
Womens,summer,resort,Swimsuits & Cover Ups,Dresses,Handbags,Shoes,Sunglasses,511L4GJXCjL,31JsjJL4V7L,416N4bLPQkL,31XHM-JMQaL,31iBQr7PdvL,2019-08-15,"Timeless women's watches. Dresses, coats, shoes, watches, earrings, handbags.",,,,swimwear,,,,,,,,,,,
Womens,summer,casual-event,Swimsuits & Cover Ups,Skirts,Shoes,Handbags,Sunglasses,51kVX3P8+8L,51bfbA8PWhL,41muUfYnd2L,518nFtPAWML,312JDjQ99ML,2019-08-15,"Sharp suiting essentials. Dresses, blazers, shoes, watches, earrings, handbags.  ",,,,resort,swimwear,,,,,,,,,,
Womens,spring,resort,Dresses,Handbags,Sunglasses,Earrings,Shoes,412kLEIN7fL,51HkWaz2Y7L,31GLFdmgZJL,41eD1hA-FlL,41RS25eobUL,2019-08-15,"Stylish women's outerwear. Dresses, coats, shoes, and earrings.",Necklaces,31QozNldBpL,summer,,,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Earrings,"Coats, Jackets & Vests",Handbags,31QD3u5jsGL,41syVIRA1JL,413w01mqQQL,31-S20mFimL,41+GzHsb9pL,2019-08-15,"Hit the beach in style. Swimsuits, cover ups, shoes, sunglasses, handbags, hats.",,,fall,work,work-casual,,,semi-formal,,,,,,,
Womens,winter,work,Dresses,Shoes,Earrings,Handbags,,31w-x98du2L,316GXFEOI7L,31ZpfXxlEML,41ylSmSA47L,,2019-08-17,"Everyday dresswear. Dresses, shoes, earrings, and handbags. ",,,fall,work-casual,business-attire,,,semi-formal,,,,,,,
Womens,winter,work,Dresses,Suiting & Blazers,Shoes,Earrings,Handbags,31DKNOarFLL,51+HJSMXe0L,31PO4bCkmhL,51wW6TBKgLL,41doE-3ieDL,2019-08-17,"Women's watches and outerwear. Dresses, coats, shoes, watches, earrings, handbags.",,,fall,business-attire,semi-formal,,,formal,,,,,,,
Womens,summer,resort,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,Handbags,Hats & Caps,51WSMldiAZL,41-Rp6q5vGL,21qVSnyldeL,61HIYoskgeL,512eaztjUnL,2019-08-18,"Women's sunglasses and coats. Dresses, coats, shoes, handbags, earrings, sunglasses.",Sunglasses,31BL+fwbliL,,swimwear,casual,,,,,,,,,,
Womens,fall,work-casual,Dresses,Shoes,"Coats, Jackets & Vests",Handbags,Earrings,31ywoKAKFFL,41xRXZx57oL,41hCurCKejL,311ZwYT4dIL,41pphmJYn0L,2019-08-22,"Casual women's apparel. Hoodies, pants, tops, shoes, sunglasses, handbags.",,,winter,nightout,casual,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Handbags,"Coats, Jackets & Vests",Earrings,31ywoKAKFFL,31Dt95t70gL,31BRR3gYz8L,311ur4R9QxL,31ZpfXxlEML,2019-08-22,"Weekend wear. Tops, jeans, sunglasses, shoes, handbags, earrings.",,,fall,work,business-attire,,,semi-formal,,,,,,,
Womens,winter,work,Dresses,Shoes,Handbags,"Coats, Jackets & Vests",,311ur4R9QxL,41Cg-qECEGL,41ES56eQ5xL,413WgvxdqvL,,2019-08-22,Floral print maxi dress with ruffle sleeves. Pair with espadrille wedges and a straw handbag for a chic summer look. Complete your outfit with a floral scarf and hoop earrings.,,,fall,work-casual,business-attire,,,casual,,,,,,,
Womens,winter,nightout,Dresses,Shoes,"Coats, Jackets & Vests",Handbags,Bracelets,41nOYIpZTEL,31A48huRZcL,310Bkr5DsbL,31gXmD7-1qL,31H7OsLuqCL,2019-08-23,"Office-ready blazer with matching slacks. Style with a button-down shirt, classic pumps, and a leather tote. Finish the look with simple stud earrings and a sleek watch.One-piece swimsuit with tropical print and ruffle trim. Cover up with a sheer sarong. Shield your eyes from the sun with a wide-brim hat and cat-eye sunglasses.",Bracelets,41SGquh2PpL,fall,business-attire,semi-formal,,,formal,Bracelets,41SCGcBYg0L,,,,,
Womens,winter,casual-event,Dresses,Shoes,"Coats, Jackets & Vests",Handbags,Bracelets,41nOYIpZTEL,31FW5QqzZpL,41ZQ39mDiQL,418be9TzZzL,41crSgP++IL,2019-09-06,Effortless romper in a vibrant print. Slip on sneakers and grab a leather crossbody bag for casual days out. Throw on layered necklaces and trendy hoops for an extra touch.,Earrings,41XqGJ9xurL,fall,semi-formal,work,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,"Coats, Jackets & Vests",Handbags,Earrings,31GYmTINjmL,5144HcBmRiL,310-HIVGaDL,41iFs7HuNiL,41PwvNkpFIL,2019-09-13,Solid romper with a flattering silhouette. Step into heeled sandals and pick up a top-handle bag when heading out. Make it pop with a layered necklace and oversized shades.,Bracelets,41Hd1krudDL,fall,casual-event,work,,,work-casual,,,business-attire,semi-formal,casual,,
Womens,winter,nightout,Dresses,"Coats, Jackets & Vests",Shoes,Handbags,Earrings,31faI16WxwL,31M90a-RpTL,41v0xAhtLDL,41cdWJ4rVNL,31xBtLF8ojL,2019-09-14,Denim shorts with distressed details. Pair with a one-shoulder swimsuit top for beach days. Slip on strappy sandals and aviator sunglasses before heading out.Comfy leggings made for yoga and lounging. Layer on an oversized hoodie for cozy vibes. Lace up sneakers to run errands and grab a nylon backpack purse on the way out.,,,fall,work,business-attire,,,semi-formal,,,formal,,,,
Womens,winter,nightout,Dresses,Shoes,Earrings,Handbags,Bracelets,31hSVlxR0lL,41tp79lJynL,41z6lEDslKL,31a4oJGBU3L,319uZNjECsL,2019-09-19,"Timeless fit-and-flare dress for special occasions. Strap into neutral block-heel pumps, dazzle with drop earrings and a tennis bracelet.",Bracelets,41UTSOdrsPL,fall,casual-event,work,,,work-casual,,,semi-formal,,,,
Womens,summer,work,Dresses,"Coats, Jackets & Vests",Handbags,Shoes,Watches,31josxylc0L,41eoSdtA8aL,41LhCIT2TlL,41HiqZFl+qL,41LxvI3m9dL,2019-09-30,"White leather sneakers, perfect for everyday wear. Throw on a button-down romper and pile on bangles and pendant necklaces for an off-duty model look.Floral maxi dress with ruffle details. Step into block-heel sandals, dazzle with chandelier earrings and a charm bracelet. Carry a straw handbag for all your essentials.",Earrings,31QH2yYfoaL,fall,business-attire,nightout,,,,,,,,,,
Womens,winter,work-casual,Dresses,Suiting & Blazers,Shoes,Watches,Earrings,31Uk5z2Ef6L,41eoSdtA8aL,316aunc3aAL,412nX0h3DEL,319SD6wC5oL,2019-10-01,"Swingy trapeze dress with a bold print. Complete the look with heeled ankle boots, a sleek watch, layered necklace and gemstone earrings.Bodycon midi dress in a solid color. Slip into strappy heels and flaunt an embellished clutch. Finish with oversized sunnies and geometric studs.",Handbags,31thGnLF1WL,fall,semi-formal,nightout,,,,,,,,,,
Womens,winter,nightout,Dresses,"Coats, Jackets & Vests",Shoes,Earrings,,41nFX8-kw4L,41TSrxR4wuL,41e+Lbk2rnL,316-DqPkHSL,,2019-10-02,"Lace-up leather booties, walk with confidence. Style with a fit-and-flare dress, stackable bangles, and a pendant necklace.",,,fall,casual-event,work-casual,,,semi-formal,,,,,,,
Womens,spring,swimwear,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,Sunglasses,Handbags,41ytDJx3pxL,41nWBTmuYHL,21qtvMaL2QL,31cIRI85BkL,31hPmDWagxL,2019-10-02,"Nautical striped one-piece with a retro vibe. Cover up in high-waisted shorts. Shield eyes with cat-eye sunnies, top off with a straw sunhat and gold jewelry.Plunging one-piece swimsuit for beach days. Throw on printed shorts and strappy sandals before heading out. Grab an oversized tote and protect eyes with retro sunnies.",Hats & Caps,41avjHSoIjL,summer,casual,resort,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Earrings,Handbags,,319N2lvA4AL,41Ho6NrSy9L,41cbaC6a+yL,41+MELCPo4L,,2019-10-05,Make a statement with bold chandelier earrings. Perfect for tropical getaways - pair with a ruffle bikini and printed sarong. Slip on leather sandals and cat-eye sunnies to complete the look.,,,fall,work,work-casual,,,business-attire,,,semi-formal,casual,,,
Womens,fall,casual-event,Dresses,"Coats, Jackets & Vests",Shoes,Watches,Earrings,31wN0OGr0BL,31JsjJL4V7L,41zqxLEGq3L,415E4e+GEOL,41ID91gFd2L,2019-10-05,Everyday tee with rolled sleeves and a front pocket. Tuck into distressed denim shorts and slip on sneakers for a casual weekend look. Finish with dainty studs and a leather crossbody.,Handbags,51-WxQMPaEL,,work-casual,work,,,casual,,,,,,,
Womens,fall,casual-event,Dresses,"Coats, Jackets & Vests",Shoes,Handbags,Earrings,31wN0OGr0BL,41A3WwRxhOL,31OTYMpZvML,41pk8ZkXjaL,41srRfscTkL,2019-10-05,"Retro cat-eye sunglasses to add a bold touch to any outfit. Pair with a simple one-piece swimsuit, chunky bangles, and a raffia tote bag for the pool or beach.Fit and flare dress with a signature print. Step into classic pumps, grab a top-handle satchel. Layer on a pendant necklace and stud earrings for an elegant look.",Sunglasses,41EVwHpgDpL,,work-casual,work,,,business-attire,,,,,,,
Womens,spring,activewear,Fashion Hoodies & Sweatshirts,Pants,"Tops, Tees & Blouses",Shoes,Sunglasses,41fbS8XPevL,31+jsoXZipL,417OJrBOqeL,41anptwiDTL,310dhzQvySL,2019-10-07,"Leather tote bag with plenty of room for daily essentials. Carry with a flowing maxi dress, strappy heels, and a shiny watch paired with a tennis bracelet.",Handbags,41L-NFKcRYL,summer,casual,,,,,,,,,,,
Womens,spring,work-casual,"Tops, Tees & Blouses",Jeans,Sunglasses,Shoes,Handbags,41G0eFNeBdL,31PtB33Us8L,31cR0+AP03L,31sjvoVR0aL,41kfZzUAgcL,2019-10-08,"Oversized button-down with a relaxed fit. Tuck into a solid bikini bottom; throw on strappy sandals. Shield eyes with round sunnies and pile on boho bangles for a festival look.Crisp white button-down and tailored trousers, ready for the office. Slide into loafers, check the time on a sleek watch. Stay polished with pearl studs.",Earrings,41qKjNXmYvL,summer,resort,,,,,,,,,,,
Womens,spring,casual-event,Dresses,Shoes,Handbags,Sunglasses,Earrings,41gX+c+-bmL,41krEUys-GL,519yIJ25j2L,31oAtaqWppL,51BKSeLOgGL,2019-10-10,Bold one-piece with cut-outs for the pool. Cover up in high-waisted shorts. Lace up sneakers and throw on a softball cap when heading out. Check progress with a fitness tracker.,,,summer,resort,nightout,,,,,,,,,,
Womens,winter,work-casual,Dresses,Scarves & Wraps,Shoes,Handbags,Earrings,41gX+c+-bmL,51tzqs9TbbL,41x24BGUIYL,51704uERbyL,51nvsnE76RL,2019-10-18,"Classic high-rise jeans, pair with a slouchy tee or crop top. Throw on a moto jacket and slip into booties for casual days. Carry a saddle bag and finish with simple hoops.Leggings with moisture-wicking fabric - perfect for yoga and training. Layer on a fitted athletic tee and jacket. Lace up sneakers and track progress with a sleek fitness watch.",Bracelets,41GPjWhEI3L,fall,formal,nightout,,,,,,,,,,
Womens,winter,nightout,Dresses,Suiting & Blazers,Shoes,Earrings,Watches,31X98B4L0rL,31cgVcHliyL,41pBeM7Ir3L,41b444ifkVL,51ls9U9xzsL,2019-10-19,Make a splash in a ruffle bikini top. Pair with high-waisted bottoms for the beach. Draw attention to the face with shiny chandelier earrings.Flirty swing dress popping in a vibrant print. Step into strappy block heels and carry a top handle satchel. Add some shine with faceted drop earrings and cat eye sunnies.,Bracelets,41SGquh2PpL,fall,casual-event,work,,,work-casual,,,business-attire,semi-formal,,,
Womens,spring,resort,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,Hats & Caps,Sunglasses,411qeLSnQDL,51HS8pM4TSL,31OYDe4keHL,31iffjYFsuL,41uBY+y2coL,2019-10-27,Oversized sunnies with mirrored lenses. Toss in a beach tote with that micro bikini. Pile on boho bracelets and pendants for a stylish day-to-night look.,,,summer,casual,nightout,,,,,,,,,,
Womens,spring,casual-event,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,Sunglasses,Earrings,41WeOCW09+L,416jTSHs5cL,41y0NYVH3wL,31XPXdsNPSL,41ADjQn-6qL,2019-10-27,"Dress pants with a modern slim fit. Layer under a tailored jacket. Finish with leather oxfords, a luxe watch, and a silk scarf.",,,summer,resort,casual,,,,,,,,,,
Womens,spring,resort,"Jumpsuits, Rompers & Overalls",Shoes,Earrings,Handbags,Sunglasses,41X3IxMbZHL,51Chle2rggL,41jfDTEQVCL,51SGOl2YynL,31u41R-cEiL,2019-10-29,Discover our stylish selection of womens earrings and swimwear essentials for your next beach vacation. Complete your look with cute shoes.,,,summer,semi-formal,,,,,,,,,,,
Womens,summer,casual-event,Shorts,Swimsuits & Cover Ups,Sunglasses,Shoes,,31W7QLm6rNL,416tx9qQvhL,319NKYkUzhL,31MUu7QTkUL,,2019-12-04,"Explore our chic womens earrings, dresses, handbags and more to create showstopping outfits. Finish with trendy shoes and sunglasses for an effortless look.",,,spring,swimwear,resort,,,casual,,,,,,,
Womens,winter,casual,Active Leggings,"Coats, Jackets & Vests",Shoes,"Tops, Tees & Blouses",Handbags,41G5WagkrtL,41ykll4vXkL,41eURtOjClL,31JsjJL4V7L,3167qGqT6DL,2019-12-08,"Update your accessories collection with our womens sunglasses, earrings, handbags and necklaces. Find your new everyday essentials.",Fashion Hoodies & Sweatshirts,31LN2KQi5xL,fall,activewear,,,,,,,,,,,
Womens,spring,resort,Dresses,Shoes,Handbags,Earrings,Rings,41YCzaTVQCL,51aCf4npWqL,51jkuePXNmL,51clqw+2F9L,41-KNxOTvbL,2019-12-09,"Outfit yourself in our mens pants, jackets, shoes and more. Choose from quality belts, watches and scarves to complete your look.",,,summer,nightout,semi-formal,,,,,,,,,,
Womens,summer,semi-formal,Shoes,"Jumpsuits, Rompers & Overalls",Earrings,Necklaces,Bracelets,41Q2sGTUUsL,31O7AuB5U3L,41wI2s5dwEL,41w3CrYDmYL,31qrq36b6UL,2020-04-01,A perfect outfit for weekend,Handbags,51UuikuYbsL,,resort,,,,,,,,,,,
Womens,summer,resort,Dresses,Handbags,Earrings,Bracelets,Shoes,41YCzaTVQCL,51A6Okx94yL,41IbKJJPD2L,21F1ZPgfp9L,415n6K6NFzL,2020-04-01,A perfect outfit for any outing,Necklaces,31rNaHyM7ZL,,formal,,,,,,,,,,,
Womens,winter,casual-event,Dresses,Watches,Earrings,Necklaces,Bracelets,31hSVlxR0lL,31CtgkesBEL,41slhIGTtyL,211PWgy+ZlL,211lU2HzGjL,2020-04-02,A perfect outfit for lunch or dinner,Shoes,41fPzfBfh1L,fall,semi-formal,resort,,,,Handbags,41PwGjJgAxL,,,,,
Womens,spring,resort,Dresses,Shoes,Sunglasses,Handbags,Earrings,31hSVlxR0lL,31VfNCWweSL,31tLcHv78SL,41Cg7+lGwpL,31Oe7bkufaL,2020-04-02,A perfect outfit for meeting with friends,,,summer,activewear,,fall,,,,,,,,,
Womens,spring,formal,Shoes,Dresses,Handbags,Earrings,Bracelets,51oNQ5yBHZL,31hSVlxR0lL,61unpCsfc4L,31ayVTY7d8L,41XfZ0kRo1L,2020-04-06,,Necklaces,31G4O+jGVTL,,resort,,,,,,,,,,,
Womens,spring,resort,Watches,Shorts,Swimsuits & Cover Ups,Earrings,Rings,51Oc651RRUL,31CqzOSBNgL,31Yrr3XQVqL,412Q8CvBeoL,41KknxvptqL,2020-04-06,,Shoes,41fWLeJisYL,summer,swimwear,nightout,,,,Handbags,41E-u3LxFDL,,,,Sunglasses,31NsdR52xWL
Womens,spring,activewear,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,Handbags,Sunglasses,31Yrr3XQVqL,31Yrr3XQVqL,31RlJI4MTwL,41LthgrWTUL,316xjmYVHPL,2020-04-07,,Bracelets,41TysQlMAYL,summer,swimwear,,,,,Earrings,51Gh0UrsGEL,,,,,
Womens,summer,swimwear,Swimsuits & Cover Ups,Shorts,Shoes,Sunglasses,Handbags,31Yrr3XQVqL,41yEerTfFfL,41SvDIUPklL,31JllsMJ8VL,51vlUCAYJTL,2020-04-08,,Earrings,31ZVoKCiPhL,spring,resort,casual,fall,,,,,,,,,
Womens,summer,swimwear,Earrings,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,Sunglasses,310drhbl05L,31Yrr3XQVqL,31XRWtO2acL,31fM7KKbpIL,31pUxclm47L,2020-04-08,,Handbags,31ROdLleIVL,spring,activewear,casual,fall,,,,,,,,,
Womens,spring,casual-event,Earrings,Shorts,"Tops, Tees & Blouses",Sunglasses,Shoes,310drhbl05L,31gOsxwy9BL,41AqlP4iUcL,31k-FFsq3zL,41O6bK10IML,2020-04-08,,Handbags,41y5n4lMeiL,summer,activewear,,fall,,,,,,,,,
Womens,summer,resort,Sunglasses,Shoes,Earrings,Swimsuits & Cover Ups,Bracelets,41rSZgUeiiL,4192SxcgIiL,31w4YbSKfHL,31Yrr3XQVqL,51KuV8-YfzL,2020-04-13,,Handbags,41Z7Dx55dPL,,activewear,casual,,,,,,,,,,
Womens,spring,activewear,Dresses,Shoes,Handbags,Necklaces,Earrings,31hSVlxR0lL,31AThgBL6eL,417Eiv87HlL,31Nb8sYpHzL,41cxC+-Ag1L,2020-04-14,,Watches,319WotLw0PL,summer,nightout,,,,,,,,,,,
Womens,summer,semi-formal,Handbags,Dresses,Shoes,Earrings,Watches,51oLoEWt6PL,31hSVlxR0lL,51etrkbeRML,41hqUAnozGL,41ufZw6XFPL,2020-04-16,,Necklaces,41I+bqYo-sL,,resort,nightout,,,,,,,,,,
Womens,summer,casual-event,"Tops, Tees & Blouses",Skirts,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,41XkQhXJrdL,31nIAYvjANL,21P0dxWco3L,21XeycIGXjL,31vr10i4Q8L,2020-04-20,,Watches,41xrz65OFnL,spring,swimwear,resort,,,semi-formal,Earrings,31A5fjTQnyL,,,,Sunglasses,31fdiJ3QGiL
Womens,spring,formal,Shoes,"Tops, Tees & Blouses",Pants,Suiting & Blazers,Watches,41P7voBlCOL,41VoclQ5O6L,31Hm86+6KiL,31bNQXDkA3L,41MQxhrIHPL,2020-04-21,,Earrings,21Dje5CtfiL,summer,business-attire,,,,,Handbags,21ZUG-AYLOL,,,,,
Womens,spring,swimwear,Swimsuits & Cover Ups,Pants,Shoes,Watches,Earrings,31zzF5C1E-L,316HUzezWRL,41ihcdgx1ZL,31CmT++ky2L,41Lvhe4WtGL,2020-04-22,,Handbags,41YpL-LvKiL,summer,resort,semi-formal,,,,,,,,,,
Womens,spring,casual,Swimsuits & Cover Ups,Shoes,Sunglasses,Earrings,Handbags,4157XiNf-LL,31EQKdq1DSL,31WPTjloiyL,31mb9eLPYqL,511DvuOuuNL,2020-04-27,,,,summer,resort,semi-formal,,,,,,,,,,
Womens,spring,work-casual,Shoes,Suiting & Blazers,Bracelets,Earrings,Watches,41m+L57LrWL,31dQUZupH0L,41FeoMATCnL,41jU066YwdL,41lJYXTgjqL,2020-06-04,,,,summer,semi-formal,work,,,,,,,,,,
Womens,summer,swimwear,Shoes,Active Leggings,Active Hoodies,Sports Bras,Watches,41gZRJ2QRYL,4126sFka8GL,312myKw2YDL,31LhdehPO9L,41mWYUCAHlL,2020-08-06,,Sunglasses,31nL-mppfSL,,activewear,,,,,,,,,,,
Womens,fall,nightout,Jeans,"Tops, Tees & Blouses","Coats, Jackets & Vests",Shoes,Handbags,31Bb7qCjFzL,31JsjJL4V7L,41ZV08Y26pL,31Q6RUlSvIL,31TG2FmIKUL,2020-10-29,,Earrings,41Nu+Te5TNL,winter,activewear,,,,,,,,,,,
Womens,winter,formal,Active Leggings,Sports Bras,Active Shirts & Tees,Track & Active Jackets,Watches,41rKiLHbkIL,31+YZKoj4pL,41nj7qwoEkL,31sLcsY9XuL,51XpwuA6ZbL,2021-02-03,,Shoes,31+D31Jyb3L,,activewear,,,,,,,,,,,
Womens,summer,swimwear,Earrings,Swimsuits & Cover Ups,Swimsuits & Cover Ups,Shoes,,41VujmIJulL,41UHGTXvzHL,51L3RNhUHzL,31xOXgTNdIL,,2021-03-01,,,,,resort,,,,,,,,,,,
Womens,summer,nightout,Earrings,Dresses,Handbags,Rings,Shoes,41VujmIJulL,31hSVlxR0lL,411gCEOFk+L,413Dj9FY+HL,41fIhXxuHqL,2021-03-01,,Sunglasses,31xrx-TDgRL,,resort,,,,,,,,,,,
Womens,summer,casual,Sunglasses,Earrings,Handbags,Necklaces,,21RRsDsLtoL,41U90zD9KiL,61vN2ZDdywL,311N23A-bVL,,2021-03-01,,,,,resort,,,,,,,,,,,
Mens,fall,casual,Pants,Jackets & Coats,Shoes,Belts,Watches,31q+NM57MhL,41maylAd8eL,31R-XqoQSsL,31GgBauS7EL,41Rb05d0IRL,2021-01-08,,Scarves,41StHdIApcL,winter,work-casual,,,,,,,,,,,
